instrument,direction,qty,entry_ms,exit_ms,holding_ms,entry_price,exit_price,gross_pnl,fees,pnl,entry_fill_id,exit_fill_id,entry_decision_id,exit_decision_id,entry_reason,exit_reason
MSTR,long,51.0,1711648860000,1711649220000,360000,172.75,174.02,64.77,3.918986941200001,60.8510130588,f-0540,f-0541,,,,
MSTR,long,27.0,1711654260000,1711654620000,360000,172.67,173.3,17.01,2.0699657460000003,14.940034254,f-0542,f-0543,,,,
MSTR,long,31.0,1711989060000,1711989420000,360000,161.99,161.86,-4.03,2.2250383796000004,-6.2550383796,f-0544,f-0545,,,,
MSTR,long,35.0,1711999860000,1712000220000,360000,163.56,163.25,-10.85,2.5350323250000004,-13.385032325000001,f-0546,f-0547,,,,
MSTR,long,55.0,1712152860000,1712153220000,360000,162.79,163.94,63.25,3.9827324020000003,59.267267598,f-0548,f-0549,,,,
MSTR,long,42.0,1712239260000,1712239620000,360000,170.5,171.5,42.0,3.1831081800000005,38.81689182,f-0550,f-0551,,,,
MSTR,long,61.0,1712586660000,1712587020000,360000,151.0,153.98,181.78,4.124075726800001,177.6559242732,f-0552,f-0553,,,,
MSTR,long,57.0,1712593860000,1712594220000,360000,153.8,154.28,27.36,3.892553757600001,23.467446242399998,f-0554,f-0555,,,,
MSTR,long,67.0,1712671260000,1712671620000,360000,139.47,141.21,116.58,4.1697780042,112.4102219958,f-0556,f-0557,,,,
MSTR,long,68.0,1712674860000,1712675220000,360000,139.89,140.18,19.72,4.222743614400001,15.4972563856,f-0558,f-0559,,,,
MSTR,long,45.0,1712678460000,1712678880000,420000,140.07,139.53,-24.3,2.7897494310000006,-27.089749431,f-0560,f-0561,,,,
MSTR,long,48.0,1712759460000,1712759880000,420000,145.0,146.21,58.08,3.0989948448000004,54.9810051552,f-0562,f-0563,,,,
MSTR,long,65.0,1712768460000,1712768820000,360000,146.75,145.76,-64.35,4.215085264000001,-68.565085264,f-0564,f-0565,,,,
MSTR,long,63.0,1712772060000,1712772420000,360000,149.83,150.51,42.84,4.194530587800001,38.6454694122,f-0566,f-0567,,,,
MSTR,long,62.0,1712856660000,1712857200000,540000,152.86,152.6,-16.12,4.198054472000001,-20.318054472,f-0568,f-0569,,,,
MSTR,long,64.0,1712939520000,1712939880000,360000,149.45,149.47,1.28,4.240979724800001,-2.9609797248000005,f-0570,f-0571,,,,
MSTR,long,71.0,1713207660000,1713208020000,360000,134.3,132.3,-142.0,4.197487198000001,-146.197487198,f-0572,f-0573,,,,
MSTR,long,36.0,1713279660000,1713280020000,360000,126.0,126.55,19.8,2.0166009480000002,17.783399052,f-0574,f-0575,,,,
MSTR,long,81.0,1713366060000,1713366420000,360000,116.9,118.2,105.3,4.224999852000002,101.075000148,f-0576,f-0577,,,,
MSTR,long,81.0,1713382260000,1713382620000,360000,119.02,119.44,34.02,4.2850819584,29.7349180416,f-0578,f-0579,,,,
MSTR,long,77.0,1713456060000,1713456420000,360000,125.72,125.27,-34.65,4.2866559274,-38.936655927400004,f-0580,f-0581,,,,
MSTR,long,77.0,1713459660000,1713460080000,420000,124.03,123.75,-21.56,4.232037425000001,-25.792037425,f-0582,f-0583,,,,
MSTR,long,81.0,1713551460000,1713551940000,480000,118.78,118.5,-22.68,4.2638975100000005,-26.94389751,f-0584,f-0585,,,,
MSTR,long,80.0,1713555060000,1713555420000,360000,119.3,118.78,-41.6,4.225382944000001,-45.825382944,f-0586,f-0587,,,,
MSTR,long,31.0,1713796260000,1713796620000,360000,129.15,127.66,-46.19,1.7656415676000004,-47.9556415676,f-0588,f-0589,,,,
MSTR,long,69.0,1713882660000,1713883020000,360000,138.13,138.4,18.63,4.230852576000001,14.399147423999999,f-0590,f-0591,,,,
MSTR,long,89.0,1714500060000,1714500420000,360000,108.19,108.03,-14.24,4.270748820200001,-18.5107488202,f-0592,f-0593,,,,
MSTR,long,92.0,1714586460000,1714586820000,360000,105.1,106.18,99.36,4.314370433600001,95.0456295664,f-0594,f-0595,,,,
MSTR,long,87.0,1714674660000,1714675020000,360000,112.36,112.66,26.1,4.344038725200001,21.7559612748,f-0596,f-0597,,,,
MSTR,long,37.0,1714748460000,1714748820000,360000,121.52,122.0,17.76,1.9987666400000004,15.76123336,f-0598,f-0599,,,,
MSTR,long,80.0,1714752060000,1714752420000,360000,121.63,121.88,20.0,4.321461824,15.678538176,f-0600,f-0601,,,,
MSTR,long,76.0,1715016660000,1715017020000,360000,129.33,128.7,-47.88,4.349230872000001,-52.229230872,f-0602,f-0603,,,,
LITE,long,182.0,1715090460000,1715090640000,180000,44.6899,44.67,-3.6218,3.6302080724000008,-7.252008072400001,f-0604,f-0605,,,,
LITE,long,230.0,1715094060000,1715094240000,180000,42.791,42.85,13.57,4.3985869300000005,9.17141307,f-0606,f-0607,,,,
LITE,long,240.0,1715176860000,1715177040000,180000,41.04,41.415,90.0,4.420899576,85.579100424,f-0608,f-0609,,,,
LITE,long,232.0,1715184060000,1715184240000,180000,42.78,42.75,-6.96,4.431122280000001,-11.391122280000001,f-0610,f-0611,,,,
MSTR,long,80.0,1715695260000,1715695680000,420000,124.28,124.26,-1.6,4.410382048000001,-6.010382048000001,f-0612,f-0613,,,,
MSTR,long,73.0,1715781660000,1715782020000,360000,136.21,137.15,68.62,4.425021217,64.194978783,f-0614,f-0615,,,,
MSTR,long,64.0,1716483660000,1716484020000,360000,159.5,159.84,21.76,4.5298605056,17.2301394944,f-0616,f-0617,,,,
MSTR,long,65.0,1716559260000,1716559620000,360000,156.52,155.28,-80.6,4.492206992000002,-85.092206992,f-0618,f-0619,,,,
LITE,long,234.0,1717423260000,1717423560000,300000,43.77,43.43,-79.56,4.555620997200001,-84.1156209972,f-0620,f-0621,,,,
MSTR,long,62.0,1717430460000,1717430820000,360000,162.86,162.1,-47.12,4.465247812,-51.585247812,f-0622,f-0623,,,,
MSTR,long,63.0,1718031660000,1718032140000,480000,162.63,162.39,-15.12,4.538137174200001,-19.6581371742,f-0624,f-0625,,,,
MSTR,long,62.0,1718046060000,1718046480000,420000,164.25,163.53,-44.64,4.5038952516,-49.1438952516,f-0626,f-0627,,,,
MSTR,long,63.0,1718220660000,1718221020000,360000,161.16,161.5,21.42,4.505312070000001,16.91468793,f-0628,f-0629,,,,
MSTR,long,67.0,1718296260000,1718296800000,540000,151.9,151.79,-7.37,4.5104056558000005,-11.8804056558,f-0630,f-0631,,,,
MSTR,long,70.0,1718382660000,1718383020000,360000,146.29,147.19,63.0,4.554466798000001,58.445533202,f-0632,f-0633,,,,
MSTR,long,68.0,1718647260000,1718647620000,360000,151.5,151.78,19.04,4.571590142400001,14.4684098576,f-0634,f-0635,,,,
MSTR,long,67.0,1718649060000,1718649420000,360000,154.5,155.7,80.4,4.606902714,75.793097286,f-0636,f-0637,,,,
MSTR,long,73.0,1718904660000,1718905020000,360000,143.35,142.4,-69.35,4.624794112000001,-73.974794112,f-0638,f-0639,,,,
MSTR,long,72.0,1718978460000,1718978820000,360000,143.69,144.56,62.64,4.601361139200001,58.0386388608,f-0640,f-0641,,,,
MSTR,long,73.0,1719324060000,1719324420000,360000,142.41,143.2,57.67,4.622666016,53.047333984,f-0642,f-0643,,,,
MSTR,long,71.0,1719412260000,1719412740000,480000,148.92,148.63,-20.59,4.6833146238,-25.2733146238,f-0644,f-0645,,,,
MSTR,long,80.0,1719945060000,1719945420000,360000,132.31,131.56,-60.0,4.681393088000001,-64.68139308800001,f-0646,f-0647,,,,
MSTR,long,57.0,1720459920000,1720460340000,420000,129.0,129.88,50.16,3.2727207096000006,46.8872792904,f-0648,f-0649,,,,
MSTR,long,79.0,1720720860000,1720721340000,480000,135.4,134.95,-35.55,4.7360497630000005,-40.286049763,f-0650,f-0651,,,,
MSTR,long,51.0,1720726260000,1720726620000,360000,136.25,137.7,73.95,3.0981307620000003,70.851869238,f-0652,f-0653,,,,
MSTR,long,64.0,1721401260000,1721401620000,360000,168.1,168.4,19.2,4.772601856000001,14.427398144,f-0654,f-0655,,,,
MSTR,long,60.0,1721673060000,1721673420000,360000,179.5,179.46,-2.4,4.772153256,-7.1721532560000005,f-0656,f-0657,,,,
TER,long,87.0,1721934060000,1721934240000,180000,125.24,125.19,-4.35,4.832631751800001,-9.1826317518,f-0658,f-0659,,,,
TER,long,86.0,1722002460000,1722002640000,180000,126.47,126.15,-27.52,4.818689134000001,-32.338689134,f-0660,f-0661,,,,
MSTR,long,61.0,1722261660000,1722262020000,360000,177.87,175.34,-154.33,4.774006424400001,-159.1040064244,f-0662,f-0663,,,,
MSTR,long,63.0,1722268860000,1722269220000,360000,171.06,171.06,0.0,4.7762683668,-4.7762683668,f-0664,f-0665,,,,
MSTR,long,63.0,1722270660000,1722271020000,360000,168.94,168.2,-46.62,4.706874396000001,-51.326874396,f-0666,f-0667,,,,
MSTR,long,66.0,1722355260000,1722355620000,360000,162.41,162.6,12.54,4.754122296,7.785877704,f-0668,f-0669,,,,
TER,long,85.0,1722436260000,1722436440000,180000,126.835,126.57,-22.525,4.777410907,-27.302410907,f-0670,f-0671,,,,
LITE,long,207.0,1722450660000,1722450840000,180000,51.915,52.205,60.03,4.804251056100001,55.2257489439,f-0672,f-0673,,,,
MSTR,long,68.0,1722522660000,1722523020000,360000,157.76,157.5,-17.68,4.7516122,-22.4316122,f-0674,f-0675,,,,
LITE,long,241.0,1722609060000,1722609300000,240000,45.02,44.77,-60.25,4.829887314200001,-65.07988731420001,f-0676,f-0677,,,,
MSTR,long,73.0,1722612660000,1722613020000,360000,147.05,149.11,150.38,4.7929877618,145.5870122382,f-0678,f-0679,,,,
MSTR,long,74.0,1722619860000,1722620280000,420000,146.8,145.63,-86.58,4.797390237200001,-91.3773902372,f-0680,f-0681,,,,
LITE,long,240.0,1722625260000,1722625440000,180000,45.02,45.01,-2.4,4.822636944000001,-7.222636944000001,f-0682,f-0683,,,,
NOW,long,69.0,1722866460000,1722866760000,300000,156.22,157.17,65.55,4.7930553438,60.7569446562,f-0684,f-0685,,,,
TER,long,94.0,1722868260000,1722868440000,180000,115.24,115.88,60.16,4.8203306032,55.3396693968,f-0686,f-0687,,,,
MSTR,long,43.0,1722879120000,1722879480000,360000,132.93,132.78,-6.45,2.5337632524000004,-8.983763252400001,f-0688,f-0689,,,,
MSTR,long,86.0,1722884460000,1722884820000,360000,127.37,128.1,62.78,4.872956596000002,57.907043404,f-0690,f-0691,,,,
MSTR,long,84.0,1722958260000,1722958800000,540000,131.0,131.37,31.08,4.8877098648000015,26.1922901352,f-0692,f-0693,,,,
LITE,long,255.0,1723039260000,1723039440000,180000,43.48,43.1,-96.9,4.929503430000001,-101.82950343,f-0694,f-0695,,,,
MSTR,long,84.0,1723051860000,1723052280000,420000,130.0,131.08,90.72,4.863820483200001,85.8561795168,f-0696,f-0697,,,,
MSTR,long,46.0,1723141860000,1723142220000,360000,134.44,134.7718,15.2628,2.746164391768,12.516635608231999,f-0698,f-0699,,,,
LITE,long,257.0,1723224660000,1723224840000,180000,43.26,43.14,-30.84,4.958010178800001,-35.7980101788,f-0700,f-0701,,,,
LITE,long,211.0,1723816860000,1723817040000,180000,52.975,52.45,-110.775,4.957771417000001,-115.732771417,f-0702,f-0703,,,,
CIEN,long,168.0,1725460260000,1725460560000,300000,55.37,56.02,109.2,4.1691218016,105.0308781984,f-0704,f-0705,,,,
CIEN,long,94.0,1725467460000,1725467760000,300000,56.615,56.735,11.28,2.3733941654,8.9066058346,f-0706,f-0707,,,,
MSTR,long,62.0,1726585260000,1726585620000,360000,135.29,137.275,123.07,3.7474093630000005,119.322590637,f-0708,f-0709,,,,
MSTR,long,80.0,1726763460000,1726763820000,360000,146.075,146.6,42.0,5.190839680000001,36.80916032,f-0710,f-0711,,,,
MSTR,long,59.0,1728930660000,1728931020000,360000,203.9025,202.145,-103.6925,5.306570253300001,-108.9990702533,f-0712,f-0713,,,,
MSTR,long,62.0,1729004460000,1729004820000,360000,193.76,191.64,-131.44,5.2934222608,-136.7334222608,f-0714,f-0715,,,,
MSTR,long,61.0,1729089060000,1729089420000,360000,194.56,193.242,-80.398,5.24048062972,-85.63848062972001,f-0716,f-0717,,,,
MSTR,long,49.0,1729864860000,1729865220000,360000,240.445,240.27,-8.575,5.2159155538,-13.790915553800001,f-0718,f-0719,,,,
MSTR,long,47.0,1730214060000,1730214420000,360000,252.16,254.2496,98.2112,5.270056710272001,92.941143289728,f-0720,f-0721,,,,
MSTR,long,46.0,1730217660000,1730218020000,360000,261.1,260.2,-41.4,5.309182552,-46.709182552,f-0722,f-0723,,,,
MSTR,long,52.0,1730480460000,1730480820000,360000,229.41,227.027,-123.916,5.256098412240001,-129.17209841224,f-0724,f-0725,,,,
MSTR,long,47.0,1730905260000,1730905620000,360000,251.955,249.31,-124.315,5.216383294200001,-129.5313832942,f-0726,f-0727,,,,
MSTR,long,45.0,1731083460000,1731083820000,360000,264.65,263.74,-40.95,5.264284698000001,-46.214284698,f-0728,f-0729,,,,
MSTR,long,14.0,1731528060000,1731528420000,360000,328.67,327.735,-13.09,2.0339092774000007,-15.123909277400001,f-0730,f-0731,,,,
MSTR,long,21.0,1731601860000,1731602220000,360000,326.07,328.0025,40.5825,3.0400993381500006,37.54240066185,f-0732,f-0733,,,,
MSTR,long,36.0,1731605460000,1731605820000,360000,325.85,327.74,68.04,5.207757998400001,62.8322420016,f-0734,f-0735,,,,
MSTR,long,24.0,1732134660000,1732135020000,360000,489.58,495.3301,138.0024,5.229494448144001,132.772905551856,f-0736,f-0737,,,,
MSTR,long,5.0,1732206660000,1732207020000,360000,471.655,466.77,-24.425,1.038050231,-25.463050231,f-0738,f-0739,,,,
MSTR,long,26.0,1732212060000,1732212420000,360000,457.2197,458.9999,46.2852,5.270430146644001,41.014769853356,f-0740,f-0741,,,,
MSTR,long,27.0,1732215660000,1732216020000,360000,449.515,447.585,-52.11,5.3589336777000005,-57.4689336777,f-0742,f-0743,,,,
MSTR,long,29.0,1732289460000,1732289820000,360000,414.4611,418.2948,111.1773,5.343626573352001,105.833673426648,f-0744,f-0745,,,,
MSTR,long,30.0,1732557660000,1732558020000,360000,405.685,404.0403,-49.341,5.37500667054,-54.716006670540004,f-0746,f-0747,,,,
MSTR,long,30.0,1732645860000,1732646220000,360000,370.0,366.33,-110.1,4.888267194000001,-114.988267194,f-0748,f-0749,,,,
MSTR,long,23.0,1732649460000,1732649820000,360000,352.9413,348.35,-105.5999,3.5695238010000008,-109.16942380100001,f-0750,f-0751,,,,
MSTR,long,32.0,1733151660000,1733152020000,360000,381.6,380.93,-21.44,5.399562105600001,-26.839562105600002,f-0752,f-0753,,,,
MSTR,long,18.0,1733245260000,1733245620000,360000,378.38,377.44,-16.92,3.0105526752000005,-19.9305526752,f-0754,f-0755,,,,
MSTR,long,35.0,1734710460000,1734710820000,360000,348.01,353.19,181.3,5.431529999000001,175.868470001,f-0756,f-0757,,,,
MSTR,long,36.0,1734969660000,1734970020000,360000,344.49,345.003,18.468,5.493389982480002,12.974610017519998,f-0758,f-0759,,,,
MSTR,long,34.0,1736195460000,1736195820000,360000,377.3625,380.27,98.855,5.7003552108000015,93.15464478919999,f-0760,f-0761,,,,
MSTR,long,36.0,1736269260000,1736269620000,360000,350.47,348.48,-71.64,5.5685472768,-77.2085472768,f-0762,f-0763,,,,
MSTR,long,37.0,1736271060000,1736271420000,360000,347.5948,345.97,-60.1176,5.6792023054000005,-65.7968023054,f-0764,f-0765,,,,
MSTR,long,39.0,1736359260000,1736359620000,360000,328.02,333.0,194.22,5.7059098200000005,188.51409018,f-0766,f-0767,,,,
LITE,long,180.0,1738000860000,1738001040000,180000,73.25,73.365,20.7,5.868257742,14.831742258,f-0768,f-0769,,,,
LITE,long,147.0,1738008060000,1738008240000,180000,73.675,73.83,22.785,4.821333900600001,17.963666099399997,f-0770,f-0771,,,,
LITE,long,180.0,1738009860000,1738010040000,180000,73.55,73.9,63.0,5.901522120000001,57.09847788,f-0772,f-0773,,,,
LITE,long,167.0,1738164660000,1738164840000,180000,79.72,79.305,-69.305,5.902426006100001,-75.20742600610001,f-0774,f-0775,,,,
NOW,long,66.0,1738681260000,1738681560000,300000,202.07,202.44,24.42,5.9138789424,18.506121057599998,f-0776,f-0777,,,,
LITE,long,156.0,1738684860000,1738685040000,180000,85.5,85.69,29.64,5.933198138400001,23.7068018616,f-0778,f-0779,,,,
LITE,long,146.0,1738873860000,1738874040000,180000,91.695,91.73,5.11,5.947669714800001,-0.8376697148000009,f-0780,f-0781,,,,
LITE,long,156.0,1738945860000,1738946040000,180000,85.84,85.5,-53.04,5.938285080000002,-58.97828508,f-0782,f-0783,,,,
LITE,long,192.0,1740506460000,1740506640000,180000,70.67,70.92,48.0,6.0462518784000014,41.9537481216,f-0784,f-0785,,,,
LITE,long,186.0,1740585660000,1740585840000,180000,73.465,73.39,-13.95,6.073696712400001,-20.0236967124,f-0786,f-0787,,,,
LITE,long,198.0,1740769260000,1740769440000,180000,69.2,69.05,-29.7,6.088944114000001,-35.788944114,f-0788,f-0789,,,,
LITE,long,206.0,1741116660000,1741116840000,180000,66.41,66.315,-19.57,6.083408433400001,-25.6534084334,f-0790,f-0791,,,,
MSTR,long,45.0,1741282260000,1741282620000,360000,300.86,298.22,-118.8,5.967311994000002,-124.767311994,f-0792,f-0793,,,,
MSTR,long,58.0,1741629660000,1741630020000,360000,234.88,236.705,105.85,6.057016113400001,99.7929838866,f-0794,f-0795,,,,
LULU,long,42.0,1741703460000,1741703580000,120000,326.15,326.12,-1.26,6.063380702400001,-7.323380702400001,f-0796,f-0797,,,,
TER,long,159.0,1741710660000,1741710840000,180000,85.97,86.62,103.35,6.096574714800001,97.2534252852,f-0799,f-0800,,,,
CIEN,long,1.0,1741710660000,1741710960000,300000,64.37,64.58,0.21,0.028697034800000003,0.1813029652,f-0798,f-0801,,,,
NOW,long,86.0,1741714260000,1741714560000,300000,160.62,160.26,-30.96,6.116211261600001,-37.0762112616,f-0802,f-0803,,,,
TER,long,159.0,1741716060000,1741716240000,180000,86.87,87.26,62.01,6.150653540400001,55.8593464596,f-0804,f-0805,,,,
LITE,long,215.0,1741791660000,1741791840000,180000,64.555,64.425,-27.95,6.171212832500002,-34.1212128325,f-0806,f-0807,,,,
LITE,long,225.0,1741876260000,1741876440000,180000,61.635,61.57,-14.625,6.171060195000001,-20.796060195,f-0808,f-0809,,,,
LITE,long,212.0,1742322660000,1742322840000,180000,65.595,65.46,-28.62,6.182332891200001,-34.8023328912,f-0810,f-0811,,,,
LITE,long,209.0,1742392860000,1742393040000,180000,66.505,66.67,34.485,6.192845601800001,28.292154398199997,f-0812,f-0813,,,,
LITE,long,204.0,1742403660000,1742403840000,180000,68.07,67.69,-77.52,6.161134845600001,-83.6811348456,f-0814,f-0815,,,,
LITE,long,204.0,1742409060000,1742409240000,180000,67.82,67.79,-6.12,6.154444869600001,-12.274444869600002,f-0816,f-0817,,,,
LULU,long,49.0,1743436860000,1743436980000,120000,285.18,285.32,6.86,6.188345200800001,0.6716547991999997,f-0818,f-0819,,,,
LITE,long,229.0,1743444060000,1743444240000,180000,61.01,61.38,84.73,6.239618601200001,78.4903813988,f-0820,f-0821,,,,
LITE,long,214.0,1743602460000,1743602640000,180000,65.71,66.42,151.94,6.2916909928,145.6483090072,f-0822,f-0823,,,,
LITE,long,304.0,1743777060000,1743777240000,180000,46.92,46.67,-76.0,6.347805820800001,-82.3478058208,f-0824,f-0825,,,,
LITE,long,303.0,1743778860000,1743779040000,180000,46.8,47.669,263.307,6.386142576420001,256.92085742358,f-0826,f-0827,,,,
LITE,long,1.0,1743780660000,1743780840000,180000,49.6,49.77,0.17,0.022158926200000005,0.1478410738,f-0828,f-0829,,,,
LULU,long,55.0,1743784260000,1743784380000,120000,262.105,262.3701,14.5805,6.386600242330001,8.19389975767,f-0830,f-0831,,,,
LULU,long,54.0,1743789660000,1743789780000,120000,267.535,267.85,17.01,6.400699434000002,10.609300565999998,f-0832,f-0833,,,,
TER,long,1.0,1743795060000,1743795240000,180000,69.75,70.04,0.29,0.031093082400000006,0.2589069176,f-0834,f-0835,,,,
LITE,long,281.0,1744036260000,1744036440000,180000,51.58,53.275,476.295,6.567769866500002,469.7272301335,f-0836,f-0837,,,,
LULU,long,57.0,1744038060000,1744038180000,120000,260.99,262.12,64.41,6.601692530400002,57.808307469599995,f-0838,f-0839,,,,
LULU,long,58.0,1744039860000,1744039980000,120000,256.975,257.62,37.41,6.6083226376000015,30.8016773624,f-0841,f-0842,,,,
LITE,long,2.0,1744039860000,1744040040000,180000,51.57,51.555,-0.03,0.04597740660000001,-0.0759774066,f-0840,f-0843,,,,
CIEN,long,166.0,1744045260000,1744045620000,360000,55.1274,53.95,-195.4484,4.034325390000001,-199.48272539,f-0844,f-0846,,,,
MSTR,long,14.0,1744045260000,1744045620000,360000,269.0,262.19,-95.34,1.6463567596000002,-96.9863567596,f-0845,f-0847,,,,
LITE,long,274.0,1744048860000,1744049040000,180000,53.76,53.55,-57.54,6.552302562000001,-64.092302562,f-0848,f-0849,,,,
LITE,long,281.0,1744050660000,1744050840000,180000,52.14,52.31,47.77,6.542174166600002,41.2278258334,f-0850,f-0851,,,,
LITE,long,180.0,1744052460000,1744052640000,180000,52.28,52.02,-46.8,4.184669016000002,-50.984669016,f-0852,f-0854,,,,
TER,long,74.0,1744052460000,1744052640000,180000,71.96,71.755,-15.17,2.3650485322,-17.5350485322,f-0853,f-0855,,,,
LITE,long,280.0,1744054260000,1744054440000,180000,52.28,52.92,179.2,6.565444256000002,172.634555744,f-0856,f-0857,,,,
LULU,long,57.0,1744124460000,1744124580000,120000,258.2018,259.045,48.0624,6.527806935900002,41.5345930641,f-0858,f-0859,,,,
TER,long,203.0,1744126260000,1744126440000,180000,73.22,73.08,-28.42,6.6039035944,-35.023903594400004,f-0860,f-0861,,,,
LITE,long,299.0,1744210860000,1744211100000,240000,49.77,50.2275,136.7925,6.667077676350003,130.12542232364999,f-0862,f-0863,,,,
LITE,long,76.0,1744212660000,1744212840000,180000,50.115,49.83,-21.66,1.6937017848000002,-23.353701784800002,f-0865,f-0866,,,,
CIEN,long,207.0,1744212660000,1744213080000,420000,54.03,53.78,-51.75,4.972965267600001,-56.7229652676,f-0864,f-0867,,,,
LULU,long,60.0,1744218060000,1744218180000,120000,246.38,248.37,119.4,6.573098532,112.826901468,f-0868,f-0869,,,,
TER,long,202.0,1744219860000,1744220040000,180000,74.385,76.32,390.87,6.7684784784000005,384.1015215216,f-0870,f-0871,,,,
MSTR,long,32.0,1744221660000,1744222020000,360000,294.04,287.99,-193.6,4.122715500800001,-197.7227155008,f-0872,f-0873,,,,
LULU,long,54.0,1744223460000,1744223580000,120000,281.99,279.82,-117.18,6.715959976800001,-123.8959599768,f-0874,f-0875,,,,
LULU,long,54.0,1744227060000,1744227180000,120000,277.5,277.59,4.86,6.635878311600001,-1.7758783116000008,f-0877,f-0878,,,,
LITE,long,2.0,1744227060000,1744227240000,180000,59.88,60.005,0.25,0.05338662060000001,0.19661337939999998,f-0876,f-0879,,,,
LITE,long,267.0,1744295460000,1744295640000,180000,56.47,56.76,77.43,6.7344143352,70.69558566479999,f-0880,f-0881,,,,
LULU,long,59.0,1744297260000,1744297380000,120000,255.81,255.95,8.26,6.685257963000001,1.5747420369999994,f-0882,f-0884,,,,
TER,long,1.0,1744297260000,1744297440000,180000,73.61,73.62,0.01,0.03273725720000001,-0.022737257200000006,f-0883,f-0885,,,,
LULU,long,28.0,1744300860000,1744300980000,120000,254.25,252.89,-38.08,3.1440290952000005,-41.2240290952,f-0886,f-0887,,,,
LITE,long,282.0,1744302660000,1744302840000,180000,53.78,54.11,93.06,6.779919181200002,86.2800808188,f-0888,f-0889,,,,
LULU,long,60.0,1744304460000,1744304580000,120000,254.26,255.785,91.5,6.775909026000002,84.72409097399999,f-0890,f-0891,,,,
NOW,long,97.0,1744308060000,1744308360000,300000,157.39,157.97,56.26,6.7802629654,49.4797370346,f-0892,f-0893,,,,
LITE,long,281.0,1744313460000,1744313640000,180000,54.66,54.9,67.44,6.859573614,60.580426386,f-0894,f-0895,,,,
LITE,long,303.0,1744381860000,1744382040000,180000,50.92,51.455,162.105,6.915519681900002,155.1894803181,f-0896,f-0897,,,,
LITE,long,302.0,1744383660000,1744383840000,180000,51.62,51.33,-87.58,6.930821419600001,-94.5108214196,f-0898,f-0899,,,,
LULU,long,60.0,1744389060000,1744389180000,120000,256.3522,256.105,-14.832,6.807789618000001,-21.639789618000002,f-0900,f-0901,,,,
TER,long,212.0,1744398060000,1744398240000,180000,73.12,73.47,74.2,6.910383418400001,67.2896165816,f-0902,f-0903,,,,
LITE,long,298.0,1744650060000,1744650240000,180000,52.26,51.915,-102.81,6.919692580200001,-109.7296925802,f-0904,f-0905,,,,
LITE,long,289.0,1744729260000,1744729440000,180000,53.535,53.66,36.125,6.903759044400001,29.2212409556,f-0906,f-0907,,,,
LITE,long,250.0,1746108060000,1746108240000,180000,62.94,62.94,0.0,7.0045641000000005,-7.0045641000000005,f-0908,f-0909,,,,
LITE,long,246.0,1746630060000,1746630240000,180000,64.14,64.46,78.72,7.040467749600001,71.6795322504,f-0910,f-0911,,,,
LULU,long,103.0,1757084460000,1757084580000,120000,169.0057,168.2585,-76.9616,7.698192860530002,-84.65979286053,f-0912,f-0913,,,,
